classe,data,consumo_mwh,numero_uc,consumo_medio_kwh_uc
Residencial,2023-04-01,655354.2515099999,2642152.0,248.038
Residencial,2023-05-01,583290.3269999999,2650872.0,220.037
Residencial,2023-06-01,572709.3867500001,2654027.0,215.789
Residencial,2023-07-01,545566.3780499999,2658877.0,205.187
Residencial,2023-08-01,516770.251,2662716.0,194.076
Residencial,2023-09-01,537127.35511,2665985.0,201.474
Residencial,2023-10-01,605399.39,2674356.0,226.372
Residencial,2023-11-01,543970.696,2676160.0,203.265
Residencial,2023-12-01,646831.3300000001,2680289.0,241.329
Residencial,2024-01-01,788222.736,2692140.0,292.787
Residencial,2024-02-01,821806.884,2694099.0,305.04
Residencial,2024-03-01,762811.4239999999,2700306.0,282.491
Residencial,2024-04-01,765982.1760000001,2707952.0,282.864
Residencial,2024-05-01,677387.0730398542,2697786.0,251.09
Residencial,2024-06-01,591930.5576511731,2704500.0,218.869
Residencial,2024-07-01,596855.9736412431,2712852.0,220.011
Residencial,2024-08-01,566829.423691829,2716753.0,208.642
Residencial,2024-09-01,568988.9671946523,2726047.0,208.723
Residencial,2024-10-01,576778.1414652497,2734363.0,210.937
Residencial,2024-11-01,629526.7986323321,2741509.0,229.628
Residencial,2024-12-01,633253.5175742828,2749258.0,230.336
Residencial,2025-01-01,758319.0945569582,2757907.0,274.962
Residencial,2025-02-01,866634.5703867716,2762311.0,313.735
Residencial,2025-03-01,860607.4438367621,2770689.0,310.611
Residencial,2025-04-01,668970.4711235,2790256.0,239.752
Residencial,2025-05-01,608280.6947002,2793557.0,217.744
Residencial,2025-06-01,663255.6186503001,2788533.0,237.851
Residencial,2025-07-01,635363.4714096,2812694.0,225.891
Residencial,2025-08-01,581724.4572796,2816906.0,206.512
Residencial,2025-09-01,602316.2558148999,2849315.0,211.39
Residencial,2025-10-01,585867.3524402158,2844628.1956989183,205.956
Residencial,2025-11-01,592375.134151688,2848722.4796261676,207.944
Residencial,2025-12-01,626895.9717127203,2846164.448119783,220.26
Residencial,2026-01-01,856137.1647399383,2865912.7380524804,298.731
Residencial,2026-02-01,814189.3695920913,2847398.069166915,285.942
Residencial,2026-03-01,805881.1724377442,2876550.23083915,280.155
Rural,1994-01-01,65895.973,0.0,
Rural,1994-02-01,62859.426,0.0,
Rural,1994-03-01,60539.064999999995,0.0,
Rural,1994-04-01,68765.761,0.0,
Rural,1994-05-01,62450.91100000001,0.0,
Rural,1994-06-01,62370.521,0.0,
Rural,1994-07-01,64495.826,0.0,
Rural,1994-08-01,59934.18200000001,0.0,
Rural,1994-09-01,70798.862,0.0,
Rural,1994-10-01,62917.186,0.0,
Rural,1994-11-01,64090.820999999996,0.0,
Rural,1994-12-01,66138.481,153844.0,429.906
Rural,1995-01-01,71853.32800000001,154137.0,466.165
Rural,1995-02-01,68867.456,154419.0,445.978
Rural,1995-03-01,72300.65299999999,154663.0,467.472
Rural,1995-04-01,73108.576,154775.0,472.354
Rural,1995-05-01,67488.724,155060.0,435.243
Rural,1995-06-01,69549.525,155330.0,447.753
Rural,1995-07-01,70628.621,155383.0,454.545
Rural,1995-08-01,67989.932,155462.0,437.341
Rural,1995-09-01,68862.988,155579.0,442.624
Rural,1995-10-01,75678.045,156022.0,485.047
Rural,1995-11-01,71847.113,157129.0,457.249
Rural,1995-12-01,73286.52399999999,157154.0,466.336
Rural,1996-01-01,78295.121,157370.0,497.523
Rural,1996-02-01,76439.347,157747.0,484.569
Rural,1996-03-01,73898.79800000001,158152.0,467.264
Rural,1996-04-01,82494.07200000001,158791.0,519.514
Rural,1996-05-01,75646.66699999999,159399.0,474.574
Rural,1996-06-01,74421.92199999999,160034.0,465.038
Rural,1996-07-01,81142.189,161128.0,503.588
Rural,1996-08-01,72465.15900000001,162201.0,446.761
Rural,1996-09-01,79566.291,163396.0,486.954
Rural,1996-10-01,74540.676,164344.0,453.565
Rural,1996-11-01,76266.34,165788.0,460.023
Rural,1996-12-01,76499.795,166674.0,458.979
Rural,1997-01-01,88713.464,167062.0,531.021
Rural,1997-02-01,82912.973,167445.0,495.165
Rural,1997-03-01,83105.47899999999,167757.0,495.392
Rural,1997-04-01,84534.23,167962.0,503.294
Rural,1997-05-01,81920.764,168320.0,486.697
Rural,1997-06-01,82224.438,168712.0,487.366
Rural,1997-07-01,80983.74799999999,169440.0,477.949
Rural,1997-08-01,80436.814,169989.0,473.188
Rural,1997-09-01,86168.24799999999,170928.0,504.12
Rural,1997-10-01,82867.03400000001,171965.0,481.883
Rural,1997-11-01,81694.77900000001,172768.0,472.858
Rural,1997-12-01,85079.02100000001,173531.0,490.281
Rural,1998-01-01,92949.458,174019.0,534.134
Rural,1998-02-01,89699.893,174638.0,513.633
Rural,1998-03-01,91461.097,175561.0,520.965
Rural,1998-04-01,91252.95499999999,176024.0,518.412
Rural,1998-05-01,88823.191,178242.0,498.329
Rural,1998-06-01,89271.85900000001,179907.0,496.211
Rural,1998-07-01,93554.243,181091.0,516.615
Rural,1998-08-01,92583.101,182037.0,508.595
Rural,1998-09-01,94471.088,182834.0,516.704
Rural,1998-10-01,87357.51000000001,183467.0,476.148
Rural,1998-11-01,89683.03700000001,184096.0,487.154
Rural,1998-12-01,93116.91500000001,184522.0,504.639
Rural,1999-01-01,96901.875,184689.0,524.676
Rural,1999-02-01,94016.74299999999,184938.0,508.369
Rural,1999-03-01,101015.101,185062.0,545.845
Rural,1999-04-01,97269.866,185177.0,525.28
Rural,1999-05-01,96544.821,185340.0,520.907
Rural,1999-06-01,93036.1,185507.0,501.523
Rural,1999-07-01,93552.69399999999,185714.0,503.746
Rural,1999-08-01,93755.12500000001,185735.0,504.779
Rural,1999-09-01,96595.818,185851.0,519.749
Rural,1999-10-01,95029.144,186157.0,510.478
Rural,1999-11-01,95414.508,186402.0,511.875
Rural,1999-12-01,98349.42800000001,186554.0,527.19
Rural,2000-01-01,102992.76299999999,186736.0,551.542
Rural,2000-02-01,103414.31700000001,186866.0,553.414
Rural,2000-03-01,106838.25899999999,187013.0,571.288
Rural,2000-04-01,104096.141,187189.0,556.102
Rural,2000-05-01,102407.989,187527.0,546.097
Rural,2000-06-01,102270.29000000001,187916.0,544.234
Rural,2000-07-01,102128.988,188473.0,541.876
Rural,2000-08-01,101739.682,189162.0,537.844
Rural,2000-09-01,93092.476,190164.0,489.538
Rural,2000-10-01,110661.753,190826.0,579.909
Rural,2000-11-01,104752.48499999999,191506.0,546.993
Rural,2000-12-01,106606.283,191999.0,555.244
Rural,2001-01-01,108874.87700000001,192584.0,565.337
Rural,2001-02-01,106345.652,193263.0,550.264
Rural,2001-03-01,118914.25099999999,193830.0,613.498
Rural,2001-04-01,114105.52299999999,194231.0,587.473
Rural,2001-05-01,111087.68400000001,194800.0,570.265
Rural,2001-06-01,104306.11,195428.0,533.732
Rural,2001-07-01,100794.53400000001,195943.0,514.407
Rural,2001-08-01,104114.37700000001,195407.0,532.808
Rural,2001-09-01,101049.155,195462.0,516.976
Rural,2001-10-01,100053.348,195809.0,510.974
Rural,2001-11-01,112177.699,196949.0,569.577
Rural,2001-12-01,106813.47700000001,197587.0,540.59
Rural,2002-01-01,112193.735,196861.0,569.913
Rural,2002-02-01,108013.47200000001,197285.0,547.5
Rural,2002-03-01,102640.845,197566.0,519.527
Rural,2002-04-01,115026.57,197729.0,581.738
Rural,2002-05-01,104475.637,197806.0,528.172
Rural,2002-06-01,104953.62000000001,198214.0,529.497
Rural,2002-07-01,106142.18899999998,199133.0,533.022
Rural,2002-08-01,100060.71500000001,199427.0,501.741
Rural,2002-09-01,98390.88500000001,199724.0,492.634
Rural,2002-10-01,107275.46800000001,200134.0,536.018
Rural,2002-11-01,94731.26800000001,200469.0,472.548
Rural,2002-12-01,105184.84899999999,200795.0,523.842
Rural,2003-01-01,113448.807,200964.0,564.523
Rural,2003-02-01,119280.947,201203.0,592.839
Rural,2003-03-01,113094.61600000001,201338.0,561.715
Rural,2003-04-01,107317.369,201457.0,532.706
Rural,2003-05-01,114011.309,201745.0,565.126
Rural,2003-06-01,103327.617,202090.0,511.295
Rural,2003-07-01,108543.688,202462.0,536.119
Rural,2003-08-01,103117.98200000002,202792.0,508.491
Rural,2003-09-01,101666.519,203100.0,500.574
Rural,2003-10-01,115627.018,203743.0,567.514
Rural,2003-11-01,110351.05099999999,204161.0,540.51
Rural,2003-12-01,112739.672,204365.0,551.658
Rural,2004-01-01,121672.65400000001,204744.0,594.267
Rural,2004-02-01,125882.256,205293.0,613.183
Rural,2004-03-01,127253.01999999999,205916.0,617.985
Rural,2004-04-01,121105.35200000001,206480.0,586.523
Rural,2004-05-01,121231.515,206649.0,586.654
Rural,2004-06-01,111201.04400000001,207201.0,536.682
Rural,2004-07-01,114328.35800000001,207454.0,551.102
Rural,2004-08-01,111609.134,207592.0,537.637
Rural,2004-09-01,114277.78700000001,208102.0,549.143
Rural,2004-10-01,115178.39199999999,208520.0,552.361
Rural,2004-11-01,117317.523,208894.0,561.613
Rural,2004-12-01,122675.80399999999,209346.0,585.995
Rural,2005-01-01,133336.23500000002,209719.0,635.785
Rural,2005-02-01,131952.511,210077.0,628.115
Rural,2005-03-01,132821.434,210248.0,631.737
Rural,2005-04-01,136254.973,210391.0,647.627
Rural,2005-05-01,123610.954,210639.0,586.838
Rural,2005-06-01,120367.79800000001,210975.0,570.531
Rural,2005-07-01,122752.384,211612.0,580.082
Rural,2005-08-01,119818.995,212132.0,564.832
Rural,2005-09-01,121428.346,212407.0,571.678
Rural,2005-10-01,126392.829,212802.0,593.946
Rural,2005-11-01,125349.74299999999,213242.0,587.829
Rural,2005-12-01,135552.696,213942.0,633.596
Rural,2006-01-01,133143.282,214619.0,620.37
Rural,2006-02-01,135343.515,215001.0,629.502
Rural,2006-03-01,144917.744,215491.0,672.5
Rural,2006-04-01,133754.909,215945.0,619.393
Rural,2006-05-01,120755.57999999999,216257.0,558.389
Rural,2006-06-01,130515.54699999999,216522.0,602.782
Rural,2006-07-01,123507.618,216746.0,569.827
Rural,2006-08-01,128445.36200000001,217013.0,591.879
Rural,2006-09-01,127387.082,217470.0,585.769
Rural,2006-10-01,125973.37999999999,218186.0,577.367
Rural,2006-11-01,138500.24,218760.0,633.115
Rural,2006-12-01,139005.37,219278.0,633.923
Rural,2007-01-01,145145.428,219732.0,660.557
Rural,2007-02-01,143459.765,220384.0,650.954
Rural,2007-03-01,143240.663,220742.0,648.905
Rural,2007-04-01,142945.688,221116.0,646.474
Rural,2007-05-01,139737.459,216550.0,645.29
Rural,2007-06-01,125966.63900000001,216918.0,580.711
Rural,2007-07-01,130954.035,217589.0,601.841
Rural,2007-08-01,131307.886,218432.0,601.139
Rural,2007-09-01,138430.89500000002,218683.0,633.021
Rural,2007-10-01,130837.726,219367.0,596.433
Rural,2007-11-01,137279.63,219671.0,624.933
Rural,2007-12-01,141453.937,220002.0,642.967
Rural,2008-01-01,153582.794,220521.0,696.454
Rural,2008-02-01,153081.0,214720.0,712.933
Rural,2008-03-01,150346.28000000003,226601.0,663.485
Rural,2008-04-01,142130.305,221049.0,642.981
Rural,2008-05-01,142240.988,221149.0,643.191
Rural,2008-06-01,135475.43,221292.0,612.202
Rural,2008-07-01,133483.514,221501.0,602.632
Rural,2008-08-01,145977.86599999998,221575.0,658.819
Rural,2008-09-01,142093.24599999998,221763.0,640.744
Rural,2008-10-01,140634.738,222509.0,632.041
Rural,2008-11-01,145675.965,222426.0,654.941
Rural,2008-12-01,154303.627,222663.0,692.992
Rural,2009-01-01,141062.36,223137.0,632.178
Rural,2009-02-01,115831.663,217275.0,533.111
Rural,2009-03-01,105424.334,223644.0,471.394
Rural,2009-04-01,107139.45300000001,230006.0,465.812
Rural,2009-05-01,99625.773,224055.0,444.649
Rural,2009-06-01,94952.62900000002,224423.0,423.097
Rural,2009-07-01,94352.81999999999,224776.0,419.764
Rural,2009-08-01,96866.161,224970.0,430.574
Rural,2009-09-01,95201.369,225252.0,422.644
Rural,2009-10-01,98168.53699999998,225563.0,435.216
Rural,2009-11-01,109600.47499999999,225868.0,485.241
Rural,2009-12-01,107229.50099999999,219394.0,488.753
Rural,2010-01-01,122670.634,233451.0,525.466
Rural,2010-02-01,109743.11099999999,213404.0,514.25
Rural,2010-03-01,119540.77699999999,240132.0,497.813
Rural,2010-04-01,104891.549,226999.0,462.079
Rural,2010-05-01,95359.511,227116.0,419.871
Rural,2010-06-01,94492.871,226914.0,416.426
Rural,2010-07-01,92989.15299999999,226451.0,410.637
Rural,2010-08-01,91518.584,227348.0,402.548
Rural,2010-09-01,89683.663,226918.0,395.225
Rural,2010-10-01,83322.37899999999,218500.0,381.338
Rural,2010-11-01,92504.987,236749.0,390.73
Rural,2010-12-01,91024.921,228078.0,399.096
Rural,2011-01-01,107714.00600000001,228395.0,471.613
Rural,2011-02-01,104204.149,228650.0,455.736
Rural,2011-03-01,98759.4,228694.0,431.841
Rural,2011-04-01,91681.219,228690.0,400.897
Rural,2011-05-01,85872.24799999999,228814.0,375.293
Rural,2011-06-01,87405.56999999999,228728.0,382.138
Rural,2011-07-01,86949.298,228808.0,380.01
Rural,2011-08-01,87910.16378424,228994.0,383.897
Rural,2011-09-01,89662.98999999999,229487.0,390.711
Rural,2011-10-01,88933.042,229030.0,388.303
Rural,2011-11-01,90402.38500000001,229041.0,394.7
Rural,2011-12-01,93798.227,229110.0,409.403
Rural,2012-01-01,103351.793,229339.0,450.651
Rural,2012-02-01,112366.658,229466.0,489.688
Rural,2012-03-01,111987.85499999998,229608.0,487.735
Rural,2012-04-01,101420.869,229596.0,441.736
Rural,2012-05-01,96056.632,229712.0,418.161
Rural,2012-06-01,91652.437,229779.0,398.872
Rural,2012-07-01,89799.054,229955.0,390.507
Rural,2012-08-01,94086.50099999999,229803.0,409.422
Rural,2012-09-01,97694.43701600001,229790.0,425.147
Rural,2012-10-01,95671.006744,230065.0,415.843
Rural,2012-11-01,100788.220692,230113.0,437.994
Rural,2012-12-01,103931.189596,230126.0,451.627
Rural,2013-01-01,112645.257568,230491.0,488.719
Rural,2013-02-01,121817.134868,230433.0,528.644
Rural,2013-03-01,107635.08314,230537.0,466.889
Rural,2013-04-01,95808.968652,230623.0,415.435
Rural,2013-05-01,102554.5497,230597.0,444.735
Rural,2013-06-01,98105.19193999999,230403.0,425.798
Rural,2013-07-01,99770.19214,230441.0,432.953
Rural,2013-08-01,97680.82,230503.0,423.772
Rural,2013-09-01,94480.972608,230658.0,409.615
Rural,2013-10-01,98448.71154399999,230749.0,426.648
Rural,2013-11-01,108225.50375199999,230806.0,468.902
Rural,2013-12-01,106083.793532,230869.0,459.498
Rural,2014-01-01,142106.90098399998,231214.0,614.612
Rural,2014-02-01,139827.39783600002,231292.0,604.549
Rural,2014-03-01,115398.485964,231375.0,498.751
Rural,2014-04-01,103961.32938400001,231632.0,448.821
Rural,2014-05-01,106306.309344,230427.0,461.345
Rural,2014-06-01,103555.832944,232018.0,446.327
Rural,2014-07-01,99121.12282,232104.0,427.055
Rural,2014-08-01,103420.23932400001,232081.0,445.621
Rural,2014-09-01,96949.893756,232330.0,417.294
Rural,2014-10-01,115252.176364,232473.0,495.766
Rural,2014-11-01,120120.997722,232916.0,515.727
Rural,2014-12-01,123267.18356599999,233044.0,528.944
Rural,2015-01-01,133588.00141199998,233406.0,572.342
Rural,2015-02-01,128460.88986,233435.0,550.307
Rural,2015-03-01,110647.814436,233595.0,473.674
Rural,2015-04-01,110505.215576,233656.0,472.94
Rural,2015-05-01,114228.248988,233695.0,488.792
Rural,2015-06-01,103984.044168,233874.0,444.616
Rural,2015-07-01,96721.205384,233877.0,413.556
Rural,2015-08-01,107325.921775,233931.0,458.793
Rural,2015-09-01,103389.98026,233935.0,441.96
Rural,2015-10-01,106492.24455199999,234170.0,454.765
Rural,2015-11-01,108897.82628800001,234367.0,464.647
Rural,2015-12-01,113523.87804799998,234340.0,484.441
Rural,2016-01-01,130550.34388,234557.0,556.583
Rural,2016-02-01,124391.17850799998,234589.0,530.252
Rural,2016-03-01,109513.69452,234456.0,467.097
Rural,2016-04-01,117894.553,234454.0,502.847
Rural,2016-05-01,105460.94600000001,234440.0,449.842
Rural,2016-06-01,102774.48317200001,234030.0,439.151
Rural,2016-07-01,103513.54488,233456.0,443.396
Rural,2016-08-01,103964.093124,234392.0,443.548
Rural,2016-09-01,108272.799988,234419.0,461.877
Rural,2016-10-01,102038.91727600001,234599.0,434.95
Rural,2016-11-01,115245.842994,234570.0,491.307
Rural,2016-12-01,114730.941557,234604.0,489.041
Rural,2017-01-01,130194.292536,234903.0,554.247
Rural,2017-02-01,136880.902558,234844.0,582.859
Rural,2017-03-01,131356.460801,234959.0,559.061
Rural,2017-04-01,116133.058794,234877.0,494.442
Rural,2017-05-01,102988.600232,234904.0,438.428
Rural,2017-06-01,108876.394429,234883.0,463.535
Rural,2017-07-01,107409.546511,234780.0,457.49
Rural,2017-08-01,111229.388652,234682.0,473.958
Rural,2017-09-01,118496.307256,234677.0,504.934
Rural,2017-10-01,123126.95648399998,234670.0,524.681
Rural,2017-11-01,118324.817036,234694.0,504.166
Rural,2017-12-01,121368.424268,234545.0,517.463
Rural,2018-01-01,137038.637084,234724.0,583.829
Rural,2018-02-01,142663.904106,234581.0,608.165
Rural,2018-03-01,130331.05790399999,234616.0,555.508
Rural,2018-04-01,119213.111092,234560.0,508.241
Rural,2018-05-01,118165.484012,234589.0,503.713
Rural,2018-06-01,111574.62665,234610.0,475.575
Rural,2018-07-01,108541.509184,234473.0,462.917
Rural,2018-08-01,112882.646696,234694.0,480.978
Rural,2018-09-01,113705.93611400001,234695.0,484.484
Rural,2018-10-01,114673.24802599999,234789.0,488.41
Rural,2018-11-01,119624.40455,234864.0,509.335
Rural,2018-12-01,124766.03844799999,234766.0,531.448
Rural,2019-01-01,148247.899352,234983.0,630.888
Rural,2019-02-01,125344.01726,234953.0,533.485
Rural,2019-03-01,105078.13187200001,234804.0,447.514
Rural,2019-04-01,97923.759618,234668.0,417.286
Rural,2019-05-01,95768.967578,234590.0,408.24
Rural,2019-06-01,90911.49455999999,234300.0,388.013
Rural,2019-07-01,89715.815008,234109.0,383.222
Rural,2019-08-01,93352.420148,233914.0,399.089
Rural,2019-09-01,93995.47086,233727.0,402.159
Rural,2019-10-01,98793.11028,233454.0,423.18
Rural,2019-11-01,103632.29501599999,233075.0,444.631
Rural,2019-12-01,110957.431256,232392.0,477.458
Rural,2020-01-01,117358.38582599998,197879.0,593.082
Rural,2020-02-01,129647.408658,232696.0,557.154
Rural,2020-03-01,119403.497,237893.0,501.921
Rural,2020-04-01,103975.66030799999,232309.0,447.575
Rural,2020-05-01,95953.46726199999,232360.0,412.952
Rural,2020-06-01,93033.107204,232376.0,400.356
Rural,2020-07-01,93382.802992,232397.0,401.824
Rural,2020-08-01,93032.02791799998,232446.0,400.231
Rural,2020-09-01,101983.107844,232540.0,438.562
Rural,2020-10-01,103822.313562,232619.0,446.319
Rural,2020-11-01,104373.35399599999,232686.0,448.559
Rural,2020-12-01,115447.455974,232644.0,496.241
Rural,2021-01-01,124645.12492,232513.0,536.078
Rural,2021-02-01,115883.90862599999,232389.0,498.663
Rural,2021-03-01,112709.645576,232215.0,485.368
Rural,2021-04-01,107812.94614400002,232073.0,464.565
Rural,2021-05-01,96546.110128,231961.0,416.217
Rural,2021-06-01,94963.073032,231791.0,409.693
Rural,2021-07-01,97937.134896,231584.0,422.901
Rural,2021-08-01,98657.824664,231391.0,426.368
Rural,2021-09-01,98891.607564,231181.0,427.767
Rural,2021-10-01,98370.558048,231004.0,425.839
Rural,2021-11-01,102302.00736,230826.0,443.2
Rural,2021-12-01,114023.74565200001,230669.0,494.318
Rural,2022-01-01,129311.810296,230473.0,561.071
Rural,2022-02-01,119991.113752,230201.0,521.245
Rural,2022-03-01,114700.28734,230041.0,498.608
Rural,2022-04-01,98523.75818799999,229765.0,428.802
Rural,2022-05-01,95637.82352,229518.0,416.69
Rural,2022-06-01,94861.14446,229262.0,413.767
Rural,2022-07-01,91865.169682,229007.0,401.146
Rural,2022-08-01,94335.960032,228813.0,412.284
Rural,2022-09-01,93351.539104,228199.0,409.08
Rural,2022-10-01,93749.21088,227997.0,411.186
Rural,2022-11-01,98562.084156,227699.0,432.861
Rural,2022-12-01,108614.078732,227347.0,477.746
Rural,2023-01-01,114017.629512,227059.0,502.15
Rural,2023-02-01,121757.234796,227067.0,536.217
Rural,2023-03-01,112352.91260800001,226479.0,496.085
Rural,2023-04-01,104737.357388,226129.0,463.175
Rural,2023-05-01,97138.01140400002,225844.0,430.111
Rural,2023-06-01,97063.32409800001,225544.0,430.352
Rural,2023-07-01,92899.75195800001,225196.0,412.528
Rural,2023-08-01,89197.680844,224861.0,396.679
Rural,2023-09-01,91996.016336,224136.0,410.447
Rural,2023-10-01,102962.78204,223637.0,460.401
Rural,2023-11-01,95889.98620099999,223227.0,429.563
Rural,2023-12-01,110535.620774,222897.0,495.904
Rural,2024-01-01,121746.422929,222679.0,546.735
Rural,2024-02-01,121676.970289,222169.0,547.678
Rural,2024-03-01,108801.064653,221805.0,490.526
Rural,2024-04-01,110103.26781300001,221483.0,497.118
Rural,2024-05-01,90874.1108460356,220328.0,412.449
Rural,2024-06-01,82072.37283825577,219662.0,373.63
Rural,2024-07-01,81060.07625630549,218519.0,370.952
Rural,2024-08-01,76265.1704560516,217491.0,350.659
Rural,2024-09-01,78527.44562048654,216954.0,361.954
Rural,2024-10-01,80659.70770004293,215931.0,373.544
Rural,2024-11-01,85640.20941904241,214905.0,398.503
Rural,2024-12-01,88738.96083817529,214081.0,414.511
Rural,2025-01-01,100074.93620134867,213284.0,469.21
Rural,2025-02-01,99827.68648550272,212412.0,469.972
Rural,2025-03-01,91473.57884094397,211442.0,432.618
Rural,2025-04-01,79960.82385320001,209805.0,381.12
Rural,2025-05-01,77147.4476991,213177.0,361.894
Rural,2025-06-01,72142.6786178,205528.0,351.011
Rural,2025-07-01,77975.4150125,211052.0,369.461
Rural,2025-08-01,72875.608482,207994.0,350.374
Rural,2025-09-01,73780.94765059999,206478.0,357.331
Rural,2025-10-01,74917.38396513739,206145.4013401156,363.42
Rural,2025-11-01,73782.52729927725,206443.0668814012,357.399
Rural,2025-12-01,78337.01667680296,206258.71583712782,379.8
Rural,2026-01-01,94561.9163616938,207692.64667300772,455.297
Rural,2026-02-01,88674.49959489853,206351.10212840413,429.726
Rural,2026-03-01,86910.56392756305,208463.42310462636,416.91
